SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-11-2015,Condo/Co-op,3768 HARRISON St #203,Oakland,CA,94611-5014,380000,1,1.0,Rose Garden,936,,1971,850,406,280,Sold,,,http://www.redfin.com/CA/Oakland/3768-Harrison-St-94611/unit-203/home/1901788,EBRD/CCAR/Bay East,40683646,N,Y,37.8206037,-122.2525431
PAST SALE,July-15-2014,Condo/Co-op,758 KINGSTON Ave #306,Oakland,CA,94611-4411,415000,2,1.0,Piedmont Avenue,1237,,1965,1061,335,409,Sold,,,http://www.redfin.com/CA/Oakland/758-Kingston-Ave-94611/unit-306/home/103461551,EBRD/CCAR/Bay East,40660933,N,Y,37.823066,-122.249466
PAST SALE,,Condo/Co-op,666 Oakland Ave Apt 305,Oakland,CA,94611,293000,1,1.0,,757,,1965,,387,,,,,http://www.redfin.com/CA/Oakland/666-Oakland-Ave-94611/unit-305/home/526127,,,N,Y,37.8206369,-122.249828
PAST SALE,,Condo/Co-op,590 El Dorado Ave,Oakland,CA,94611,357500,1,1.0,,803,,1972,,445,,,,,http://www.redfin.com/CA/Oakland/590-El-Dorado-Ave-94611/home/526049,,,N,Y,37.8216303,-122.2525136
PAST SALE,November-23-2016,Condo/Co-op,567 OAKLAND Ave #211,Oakland,CA,94611,375000,1,1.0,Rose Garden Area,741,,1970,199,506,308,Sold,,,http://www.redfin.com/CA/Oakland/567-Oakland-Ave-94611/home/1679607,EBRD/CCAR/Bay East,40755959,N,Y,37.8205451,-122.2519359
PAST SALE,March-17-2017,Single Family Residential,79 Bayo Vista Ave,Oakland,CA,94611,1770000,4,3.0,Piedmont Avenue,2887,6164,1907,85,613,,Sold,,,http://www.redfin.com/CA/Oakland/79-Bayo-Vista-Ave-94611/home/1992314,EBRD/CCAR/Bay East,40771244,N,Y,37.8229329,-122.2514765
PAST SALE,May-3-2017,Condo/Co-op,695 Mariposa Ave #301,Oakland,CA,94610,485000,2,2.0,Rose Garden,1136,,1964,38,427,440,Sold,,,http://www.redfin.com/CA/Oakland/695-Mariposa-Ave-94610/unit-301/home/1799838,EBRD/CCAR/Bay East,40776207,N,Y,37.8207015,-122.2495143
PAST SALE,May-22-2017,Condo/Co-op,758 Kingston Ave,Oakland,CA,94611,370000,1,1.0,Alameda County,567,,1965,19,653,367,Sold,,,http://www.redfin.com/CA/Oakland/758-Kingston-Ave-94611/home/22650086,BAREIS,21626533,N,Y,37.823066,-122.249466
PAST SALE,May-24-2017,Condo/Co-op,323 Monte Vista Ave #304,Oakland,CA,94611,601000,2,1.0,Piedmont Avenue,881,24884,1967,17,682,394,Sold,,,http://www.redfin.com/CA/Oakland/323-Monte-Vista-Ave-94611/unit-304/home/113854277,EBRD/CCAR/Bay East,40779605,N,Y,37.8223854,-122.2500914
PAST SALE,May-30-2017,Condo/Co-op,401 Monte Vista Ave #401,Oakland,CA,94611,747000,3,2.0,Rose Garden,1540,,1971,11,485,396,Sold,,,http://www.redfin.com/CA/Oakland/401-Monte-Vista-Ave-94611/unit-401/home/113859637,EBRD/CCAR/Bay East,40779732,N,Y,37.8217583,-122.2489733
PAST SALE,May-21-2015,Single Family Residential,4244 Montgomery St,Oakland,CA,94611,1075000,2,1.0,Piedmont Avenue,1263,4375,1942,751,851,,Sold,,,http://www.redfin.com/CA/Oakland/4244-Montgomery-St-94611/home/1842535,EBRD/CCAR/Bay East,40695098,N,Y,37.8296778,-122.2509541
