SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-13-2015,Single Family Residential,890 40TH St,Oakland,CA,94608-3743,618800,2,1.0,Oakland,1866,3052,1923,848,332,,Sold,,,http://www.redfin.com/CA/Oakland/890-40th-St-94608/home/659136,EBRD/CCAR/Bay East,40684203,N,Y,37.8308543,-122.2736821
PAST SALE,April-9-2015,Townhouse,1028 36th St,Oakland,CA,94608,550000,3,3.0,Emeryville Bordr,1420,2075,2015,793,387,133,Sold,,,http://www.redfin.com/CA/Oakland/1028-36th-St-94608/home/62528431,EBRD/CCAR/Bay East,40684686,N,Y,37.8270203,-122.2781971
PAST SALE,July-28-2014,Single Family Residential,4211 MARKET St,Oakland,CA,94608-3731,575750,3,2.0,Near Emeryville,2148,4500,1929,1048,268,,Sold,,,http://www.redfin.com/CA/Oakland/4211-Market-St-94608/home/528021,EBRD/CCAR/Bay East,40660050,N,Y,37.832685,-122.273709
PAST SALE,August-15-2014,Single Family Residential,930 43RD St,Oakland,CA,94608-3716,545000,3,1.0,Nobe,1353,3800,1926,1030,403,,Sold,,,http://www.redfin.com/CA/Oakland/930-43rd-St-94608/home/1306280,EBRD/CCAR/Bay East,40664617,N,Y,37.8333723,-122.2740198
PAST SALE,January-28-2016,Single Family Residential,842 46TH St,Oakland,CA,94608,638000,2,1.0,Nobe,1022,3500,1912,499,624,,Sold,,,http://www.redfin.com/CA/Oakland/842-46th-St-94608/home/1963856,EBRD/CCAR/Bay East,40717621,N,Y,37.8350789,-122.2711171
PAST SALE,,Condo/Co-op,1001A 46th St Unit 501A,Emeryville,CA,94608,710000,2,2.0,,1930,,2008,,368,,,,,http://www.redfin.com/CA/Emeryville/1001A-46th-St-94608/unit-501A/home/17183856,,,N,Y,37.835349,-122.276275
PAST SALE,,Single Family Residential,860 42nd St,Oakland,CA,94608,208500,2,1.0,,788,3000,1920,,265,,,,,http://www.redfin.com/CA/Oakland/860-42nd-St-94608/home/1157948,,,N,Y,37.8323899,-122.272584
PAST SALE,,Multi-Family (2-4 Unit),805 52nd St,Oakland,CA,94608,751500,4,3.0,,1778,2960,1910,,423,,,,,http://www.redfin.com/CA/Oakland/805-52nd-St-94608/home/529518,,,N,Y,37.8368747,-122.2699705
PAST SALE,June-8-2015,Single Family Residential,815 44TH St,Oakland,CA,94608,735000,2,1.0,Nobe,950,2500,1910,733,774,,Sold,,,http://www.redfin.com/CA/Oakland/815-44th-St-94608/home/1242558,EBRD/CCAR/Bay East,40695719,N,Y,37.8332225,-122.2709181
PAST SALE,May-20-2015,Single Family Residential,963 45TH St,Oakland,CA,94608,771000,3,3.0,North Oakland,1600,3402,1923,752,482,,Sold,,,http://www.redfin.com/CA/Oakland/963-45th-St-94608/home/1322119,EBRD/CCAR/Bay East,40697145,N,Y,37.8345755,-122.2748509
